site,role,job_level,company_name,location,job_description,salary_range,min_salary,max_salary
monster,business data analyst,not mentioned,sumitomo rubber north america inc,rancho cucamonga ca,description position summary seeking business data analyst join department business intelligence data analyst responsible implementing sqlbased database solutions creating complex queries developing innovative business solutions successful candidate ensure performance security availability databases create program views functions stored procedures develop sql queries custom reports modify existing objects role business intelligence data analyst involves combining business knowledge technical expertise data analysis skills help organizations make informed decisions requires collecting analyzing interpreting large amounts data various sources identify trends patterns insights inform business strategies key player decisionmaking process help businesses make datadriven decisions providing critical insights recommendations excel role need strong combination technical analytical business skills along excellent communication problemsolving abilities ideal candidate track record using data drive business results passion innovation experience sql minimum qualifications must three years experience designing modeling implementing anaplan solutions must able configure maintain anaplan lists modules dashboards actions model settings adhering anaplan best practices knowledge oracle ebs modules preferred experience plsql tsql advanced microsoft excel modeling required must resultsdriven strong attention detail outstanding problemsolving skills excellent communication interpersonal skills must well experience independently driving customer discussions acting trusted advisor working collaboratively experience handling large datasets data warehousing solutions familiarity data extraction transformation loading etl processes also important knowledge statistical analysis techniques plus must hold bachelors degree information technology accredited college understanding experience distribution industry would added advantage proficiency pl sql tsql excel must experience fundamentals cloud platforms particularly microsoft azure desirable must capable developing business intelligence solutions using ssms performing ongoing database maintenance functions data loads data cleansing creating modifying indexes views stored procedures provide technical functional support endusers perform requirements analysis document detailed specifications willing embrace multitasking meeting deadlines must able stand sit move use fingers extended periods time may require walking primarily level surface reaching shoulder heights waist well lifting pounds work environment typical office environment air controlled kept mild temperatures,,nan,nan
monster,business data analyst  mso clinical ops  full time  hour days exempt nonunion,not mentioned,c university of southern california hs,los angeles ca  health sciences campus,description data analyst supports department providing departmental expertise information management analysis consisting metric tracking developing targeted timely reports data entry case analysis regular documentreport generation inspects cleans transforms models analyzes data goal discovering useful information process improvement suggesting conclusions supporting decisionmaking department business data analyst quality improvement supports new established quality initiatives usc care medical group ambulatory clinics develops manages analytical tools andor programs administrative clinical financial demographic data incumbent serve subject matter expert quality reform initiatives particularly cms quality payment program qpp involves researching distilling state federal law position use research analysis help strategize usc cares engagement quality reform improvement enterprise leadership achieve maximum effectiveness throughout organization business data analyst quality improvement identifies appropriate clinical data elements maintains necessary databases performs followup order maintain complete data repositories maintains quality control information assists creation quality dashboards clinical nonclinical teams incumbent assess modify automate existing reports audit tools programs eliminate waste improve overall efficiency data collection develops summaries designs effective visual displays guide clinical operational decisionmaking candidate possess strong teamwork skills selfdirected assignments able work numerous diverse personnel complex projects ability explain analysis data varied audiences incumbent exercise significant independent judgment matters broad organizational operational impact essential duties ability work independently prioritize organize work assignments andor projects utilizes effective critical thinking discretion decisionmaking communication skills subject matter expert quality reform initiatives particularly cms quality payment program qpp involves researching state federal law strategizing usc cares engagement quality reform improvement act advisor resource staff qpp use research analysis help strategize usc cares engagement quality reform improvement enterprise leadership achieve maximum effectiveness throughout organization interfaces levels organization including senior leadership matters related qualify reform improvement manage projects including following assigned plans projects identified timelinesmilestones objectivestargets aligning allocated resources organizational strategy consults appropriate leadership identified stakeholders project implementation ensuring work properly maintained kept confidential applicable controls project maintaining alignment organizational policiesprocedures regulatory compliance standards evaluates project ensuring deliverables time within budget required level quality tracking established process outcome measures targets identifies appropriate clinical data elements maintains necessary databases performs follow order maintain complete data repositories maintain quality control information assist creation quality dashboards clinical nonclinical teams develops manages analytical tools andor programs administrative clinical financial demographic data act liaison among quality team clinical departments translating business processes technical requirements promptly performs related duties assigned requested university reserves right add change duties time required qualifications bachelors degree related field additional education substitute qualifying experience year experience statistical analysis project management proficient pc skills working knowledge databases spreadsheet word processing statistical software programs knowledge business operational clinical financial statistics data analyses techniques ability manage analyze data strong analytical thinking problemsolving skills preferred qualifications masters degree progress mbamhamphms etc experience academic medical center experience qlikview similar data analytics tools required licensescertifications fire life safety training la city card upon hire one must obtained within days hire maintained renewal expiration date required within la city annual base salary range position extending offer employment university southern california considers factors limited scope responsibilities position candidates work experience educationtraining key skills internal peer equity federal state local laws contractual stipulations grant funding well external market organizational considerations usc equal opportunity affirmative action employer qualified applicants receive consideration employment without regard race color religion sex sexual orientation gender identity national origin protected veteran status disability characteristic protected law usc policy usc consider employment qualified applicants criminal histories manner consistent requirements los angeles fair chance initiative hiring ordinance provide reasonable accommodations applicants employees disabilities applicants questions access requiring reasonable accommodation part application hiring process contact usc human resources phone email uschruscedu inquiries treated confidential extent permitted law read uscs clery act annual security report notice nondiscrimination certain positions subject background screening eeo law eeo law supplement pay transparency nondiscrimination usc everify employer current usc employee please apply usc job posting workday copying pasting link browser httpswdmyworkdaycomuscdinsthtmld usc leading private research university located heart downtown los angeles global center arts technology international business largest private employer city responsible billion annually economic activity region offer opportunity work dynamic diverse environment careers span broad spectrum talents skills usc employee enjoy excellent benefits perks member trojan family faculty staff students alumni make usc great place work application help need assistance application process see application help already work usc see usc career point may also contact hr service center help uschruscedu,,nan,nan
monster,associate business analyst,not mentioned,internet brands,los angeles ca,description description job description los angelesbased internet brands seeks entrylevel data analyst produce analyze data reports home media division excellent opportunity smart technologysavvy numbersdataoriented individual responsibilities developing deep understanding economic dynamics internet brands home media business line quantitative analysis complex business issues support management decisions forecast revenue across business lines partnerships ongoing report generation analysis review critical marketplace metrics ad hoc reporting working business team members openended exploration problems opportunities crafting presenting findings reporting analysis internet brands management execution analytical operational special projects arise optimize ad campaigns implementing changes based key analysis streamline reporting processes across operational teams requirements bachelors degree statistics mathematics economics preferred demonstrated toptier academic performance highly developed analytical problemsolving skills ideal candidate apt find manipulate data address strategic operational business issues ability frame unstructured complex analytical problems proficiency excel comfort database mining manipulation preferred internet brands carefully consider wide range factors determining compensation including background experience considerations cause compensation vary expect rate role hour depend skills qualifications experience encourage interested candidates apply internet brands headquartered el segundo calif internet brands fully integrated online media software services organization focused four highvalue vertical categories health automotive legal hometravel companys awardwinning consumer websites lead categories serve million monthly visitors full range web presence offerings established deep longterm relationships smb enterprise clients internet brands powerful proprietary operating platform provides flexibility scalability fuel companys continued growth internet brands portfolio company kkr temasek information please visit wwwinternetbrandscom internet brands whollyowned affiliates equal opportunity employer notice california residents find information privacy practices httpswwwinternetbrandscomworkwithuscpra,,nan,nan
monster,statisticiandata analyst  jp,not mentioned, key consulting,thousand oaks ca,description job title statisticiandata analyst jp location thousand oaks ca employment type contract business unit cida design innovation duration years likely extensions notes posting date key consulting hiring statisticiandata analyst consulting engagement direct client leading global biopharmaceutical company job description ideal candidate build machine learning models statistical models well support implementation deployment good understanding software development life cycle sdlc develop business requirements thru collaborations crossfunctional stakeholders use excellent communication skills experience clinical trials data collection process storage quality use would looked latter particularly critical regulated environment functional requirements prototype code good documentation testing relevant visualizations expected deliverables producing new algorithms required stakeholders ideal candidate must enjoy data analysis challenges possess wide variety tools belt tackle challenges exhibiting creativity innovation excellent organization skills needed important managing information data sources andor user documentation person able adapt abide controlled processes sops working regulatory requirements official sources candidate must selfmotivated demonstrate good timemanagement skills responsibilities include among others ability perform data analysis wide range data analytics solutions descriptive prescriptive using advanced statistical machine learning models leverage large data sets conduct endto end analytics include data gathering requirements specifications processing analytics ongoing deliverables presentations interact crossfunctionally wide variety people teams work closely subject matter experts deliver value developing novel practical scientific datadriven solutions meet business needs position open supplement additional workload team top musthave skill sets ability perform data analysis including using advanced statistical machine learning models excellent communication skills good understanding software development life cycle sdlc day day responsibilities perform data analysis wide range data analytics solutions descriptive prescriptive using advanced statistical machine learning models leverage large data sets conduct endto end analytics include data gathering requirements specifications processing analytics ongoing deliverables presentations interact crossfunctionally wide variety people teams work closely subject matter experts deliver value developing novel practical scientific datadriven solutions meet business needs basic qualifications phd statistics related subject substantial statistical knowledge masters degree statistics related subject years directly related experience bachelors degree statistics related subject years directly related experience preferred qualifications experience working large data sets data mining machine learning tools good understanding clinical data experience working software development environment experience constructing data visualizations clinical data experience sas programming andor r understanding clinical trials strong analytical skills ability collect organize analyze disseminate significant amounts information attention detail accuracy independent selfmotivated organized able multitask timesensitive environments skilled communication facilitation collaboration familiarity devops software best practices ie version control continuous integration test driven development excellent communication skills written verbal red flags proven ability work independently poor communication organization skills lack programming skills sas andor r clinical trials experience desired essential interview process phone screening followed inperson interview invite qualified candidates send resume resumeskeyconsultingcom decide youre interested pursuing particular position please feel free take look positions website wwwkeyconsultingcomcareers also welcome share opportunity anyone think might interested applying role regards kc talent acquisition team,,nan,nan
monster,data and reporting professional,not mentioned,humana,sacramento ca,description description looking join team part important mission supporting tricare healthcare program nations military use data skills humana government business top department defense contractor long history tricare business recently awarded east region next generation military health contracts enjoy data analysis process improvement team within provider network operations focused ensuring data quality accuracy best serve tricare providers beneficiaries collaborate many areas ensure successful outcomes within east tricare contract enjoy problem solving providing innovation solutions come join team responsibilities data reporting professional humana government business provider network operations team generates ad hoc reports regular datasets report information endusers using system tools database data warehouse queries scripts key accountabilities performing data analytics using access excel sql vba develop new methodologies evaluate new programsinitiatives provide feedback management based review findings good understanding humana data warehouse recommend new tablesfields use necessary good understanding table structure dependencies document analytical processes methodologies use established best practices monitor metric deficiencies coordinate development corrective action plan required qualifications department defense contract requires us citizenship position successfully receive interim approval government security clearance eqip electronic questionnaire investigation processing hgb authorized work puerto rico per government contract able hire candidates currently living puerto rico years experience data reporting analysis proficiency sql joining tables cross functional queries understanding database tables advanced sql statements ability read interpret documents contracts procedure manuals ability write routine reports correspondence training documents experience working collaborating across multidisciplinary teams advanced ms office experience preferred qualifications bachelors degree tricare experience experience managed care health care setting work home requirements ensure hybrid officehome associates ability work effectively selfprovided internet service hybrid officehome associates must meet following criteria minimum download speed mbps upload speed mbps recommended wireless wired cable dsl connection suggested satellite cellular microwave connection used approved leadership associates live work home state california illinois montana south dakota provided biweekly payment internet expense humana provide home hybrid homeoffice associates telephone equipment appropriate meet business requirements positionjob work dedicated space lacking ongoing interruptions protect member phi hipaa information liremote lijb scheduled weekly hours pay range compensation range reflects good faith estimate starting base pay full time hours per week employment time posting pay range may higher lower based geographic location individual pay decisions vary based demonstrated job related skills knowledge experience education certifications etc per yearthis job eligible bonus incentive plan incentive opportunity based upon company andor individual performance description benefits humana inc affiliated subsidiaries collectively humana offers competitive benefits support wholeperson wellbeing associate benefits designed encourage personal wellness smart healthcare decisions family also knowing life extends outside work among benefits humana provides medical dental vision benefits k retirement savings plan time including paid time company personal holidays volunteer time paid parental caregiver leave shortterm longterm disability life insurance many opportunities humana complies applicable federal civil rights laws discriminate basis race color national origin age disability sex sexual orientation gender identity religion also provide free language interpreter services see httpswwwhumanacomlegalaccessibilityresourcessourcehumanawebsite,,nan,nan
monster,business analyst psa,not mentioned,collectors,santa ana ca,description collectors building future collectors find buy authenticate track research collectibles sports cards coins video games pokemon cards industry leading services foundation creativity employees collectors leading way techforward modern collectibles industry collectors family companies includes collectibles marketplace leader goldin auctions well thirdparty authentication grading services psa sports trading cards pcgs coins wata video games cardladder comprehensive analytics financial tracking sports cards hiring business data analyst join psa work directly autograph memorabilia division psadna well support authentication grading businesses tickets unopened packs high impact role exposure senior management executive leadership aspects business operations ideal candidate independent thinker bias action equal parts analytical strategic entrepreneurial intellectual curiosity must working large quantities data financial statements critical experience interpreting data creating reports dashboards visualizations inform business decisions bonus role report general manager psadna tickets packs ideal candidate local either santa ana ca jersey city nj headquarters hybrid work schedule days onsite per week youll develop quantitative qualitative analyses inform operational initiatives including pricing unit economics analyze interpret large volumes data help inform communicate business strategy create weekly monthly reports dashboards financial analysis presentations leadership team drive business decisions evaluate new business opportunities strategic financial perspective work crossfunctionally key business partners operations sales product tech finance design implement new processes initiatives conduct research market trends competitive landscape new technologies market entrants years experience highly analytical role venture capital private equity investment banking management consulting corporate strategy etc years field related business analysis data analysis strong financial acumen experienced financial modeling unit economic analyses experience legal documentation negotiation bonus extremely detailoriented explain large amounts information simple organized manner familiarity tableau lightdash bi systems tools advanced excel skills ability use google suite sheets docs slides excellent written verbal communication skills selfstarter natural problem solver excels dynamic fastpaced environments capable simplifying complex problems coming creative solutions intellectually curious excited personally grow learn salary range salary range position actual compensation range varies based variety nondiscriminatory factors including location job level experience skill set reasons join us health insurance fulltime employees eligible enroll medical dental vision k matching plan proud offer competitive k matching plan employees support future financial goals vacation salaried employees eligible flexible timeoff holiday pay regular fulltime employees eligible ten company paid holidays employee discounts employees receive discounts select grading services approved submissions flexible hours many teams offer flexible schedules varying shifts work accommodate needs fun working environment team members invited participate celebrations holiday events team building activities collectors may use everify validate ability work legally united states aware instances individuals receiving job offers fraudulently allege collectors one business units type fraud carried false websites fake emails claiming company social media never ask personal information bank account social security numbers national ids send request payments purchase businessrelated equipment suspect fraud please reach jobscollectorscom committed equal employment opportunity regardless race color ethnicity ancestry religion national origin gender sex gender identity expression sexual orientation age citizenship marital parental status disability veteran status class protected applicable law believe team represents variety backgrounds perspectives skills better service diverse community collectors support require accommodation apply interview us due disability special need please email peoplecollectorscom based california read information california residents viewing following link httpswwwcollectorsuniversecomccpa explore available openings collectorscomcareers,,nan,nan
monster,business analyst  ii,not mentioned,techdigital,ca ca,description responsibilities join business data governance team quickly learn existing operational data governance processes corporate data governance security standards teamup project manager data analyst implement following data governance foundational artifacts customer success data support data customer success orgcs data dictionaries ownership definitions classification lineage customer success scorecard css dictionaries ownership definitions classification linage data quality scorecard css attributes profiling assessment existing data policies css recommendations issuesrisk pertaining css identification data stewards governance model ensure compliance css data flows critical data org orgcs including critical data used customer success scorecard newexpanded data governance councils needed data policies critical data elements identify prioritize initiatives improve data handlingsecurity metadata quality create aligned proposal longterm governance needs given initiativesbacklog successful business data analyst need work crossfunctional business owners analyze data metadata quality issues understand processes policies impact data metadata quality frame recommendations improve scale salesforces data quality interact daily business data governance team project manager align proposal new governance model ensure smooth delivery deliverables analyze objects fields integration across sales customer support systems well customer success scorecard key metrics identify customer success support critical data elements create implement reports dashboard showing data metadata quality issues within application eg field object limits minimum data required compliance etc analyze usage data provide recommendations domain categorization sensitivity classification business team ownership ensure adherence corporate data management data security standards accountable ensure deliverables created following high quality standards skills years experience business data analyst experience data privacy data protection excellent team player able work virtual global cross functional teams must excel data analysis problem solving communication high degree attention detail proficient creating queries analyzing data using excelgsheets salesforce reports experience working communicating information technology strategic business teams adept integrating disparate information analyzing large tables data interpreting correlations build recommendations business ability tell compelling stories explain complex issues simple ways ability work deadlines fastpaced environment salesforce advance admin certified preferred salesforce object model soql experience preferred experience building creating reports dashboards salesforcecom experience analyzing business processes across multiple data domains ie customer employee marketing experience customer success customer support data governance plus,,nan,nan
monster,business process analyst ,not mentioned,veterans sourcing group,santa clara ca,description data analyst pay rate per hour duration month contract location hybrid sunnyvale ca department raqa data analytics reports lead dashboard development primary function position data analyst member quality data analytics team use technical expertise solid understanding business processes needs turn data useful information role analyst work closely various business teams understand collect clarify translate business data requirements reports analytics required analyst heavily involved use distribution successful delivery reports periodic basis ideal candidate would medical device post market experience ability explore integrate different data sources using tools sql tableau responsibilities partner various quality management system qms business teams support data needs translate nontechnical data requirements metrics reports visualization dashboards partner business teams define document business requirements new metrics reports ability execute deep dives available data sets provide insight product quality performance develop user documentation variety visual representation data analysis ensures consistency accuracy data analysis provided support business system integrations data needs report outputs perform ongoing monitoring refinement reports analytical solutions ensure good user experience support reports dashboards partner architecture solution delivery teams enable reports longterm value perform functional regression usability test etc applicable new existing datasets reports dashboards document summarize test results findings required skilljob requirements education bachelors higher degree statistics mathematics computer information science equivalent blend work certification experience required minimum years data analytics experience years hands using tableau another bi tool required minimum years experience microsoft sql equivalent required programming skills experience especially data exploration presentation management users data required familiarity python preferred highly organized selfstarter highly motivated strong prioritization skills managing multiple projects required creative problem solver able look issue variety angles required ability work fastpaced teams great work ethic enthusiasm problem solving data analysis required working experience medical device pharmaceutical regulatory related industries highly preferred experience capability using visualization software tableau power bi familiarity sap crm erp system preferred knowledge business medical device development manufacture preferred excellent writing skills documentation skills enable analyses reliably reproduced using data years later preferred aaeeoveteransdisabled employer consider employment qualified applicants arrest conviction records accordance fair chance laws,,nan,nan
monster,analyst strategic planning  business development  strategy  full time  hour days exempt nonunion,not mentioned,keck medicine of usc,los angeles ca  health sciences campus california,description reporting director strategic planning business development strategic planning business development analyst work part crossfunctional team including planningbusiness intelligence strategic business development assist strategic planning support efforts includes development service line program strategic plans including development expansion enterprises regional strategy ambulatory expansion role perform data analysis interpretation analysis results author related reports analyst utilize variety data sources including crimson market advantage sg qlik oshpd applications analysis techniques support business practices evaluate potential strategic planning growth opportunities individual work management obtain identify analytical requirements plus compile analyze data obtained numerous information systems employs judgment necessary determine accuracy applicability conclusions provides recommendations conclusions gained analyzing data using statistical methods tools researches best practices develops targetsgoals business endeavors provides metrics management executive leadership develops variety reporting tools distribution ensures data accuracy provides input decisions affecting business operations strategic initiatives essential duties consolidates analyzes models data across multiple platforms including sg oshp crimson market advantage assist relevant business decisions planning supervision director strategic planning provides authors insight guidance related strategic planning initiatives business development responsible utilizing data visualization mapping software tools create meaningful understandable graphics charts tables etc works relevant stakeholders prioritize strategic objectives evaluate partnership acquisition opportunities identified strategies business development analysis provides ad hoc reporting statistical analyses requested maintains currency data analysis techniques standards related technologies collaborates crossfunctionally finance decision support business development marketing counsel assist full analysis potential affiliationsacquisitions researches analyzes health care industry dynamics competitive landscape performs duties assigned required qualifications req bachelors degree must related healthcare field accounting business healthcare administrationpublic health field promotes research critical thinking analysis history psychology similar liberal arts areas req years minimum years business healthcare andor data analyst experience req strong analytical thinking problem solving skills req advanced experience microsoft office suite web browser applications req experience key software data tools including maptitude qlik tableau sg crimson market advantage plus req team player history collaboration ability work independently req strong understanding databases spreadsheets data visualization req knowledge business statistics data analyses techniques req ability communicate clearly effectively req ability manage analyze data req willingness ask questions direction unclear preferred qualifications pref masters degree pref experience healthcare environment preferred required licensescertifications req fire life safety training la city card upon hire one must obtained within days hire maintained renewal expiration date required within la city annual base salary range position extending offer employment university southern california considers factors limited scope responsibilities position candidates work experience educationtraining key skills internal peer equity federal state local laws contractual stipulations grant funding well external market organizational considerations knowledge skills annual base salary range position extending offer employment university southern california considers factors limited scope responsibilities position candidates work experience educationtraining key skills internal peer equity federal state local laws contractual stipulations grant funding well external market organizational considerations,,nan,nan
monster,analyst strategic planning  business development  strategy  full time  hour days exempt nonunion,not mentioned,c university of southern california hs,los angeles ca  health sciences campus,description reporting director strategic planning business development strategic planning business development analyst work part crossfunctional team including planningbusiness intelligence strategic business development assist strategic planning support efforts includes development service line program strategic plans including development expansion enterprises regional strategy ambulatory expansion role perform data analysis interpretation analysis results author related reports analyst utilize variety data sources including crimson market advantage sg qlik oshpd applications analysis techniques support business practices evaluate potential strategic planning growth opportunities individual work management obtain identify analytical requirements plus compile analyze data obtained numerous information systems employs judgment necessary determine accuracy applicability conclusions provides recommendations conclusions gained analyzing data using statistical methods tools researches best practices develops targetsgoals business endeavors provides metrics management executive leadership develops variety reporting tools distribution ensures data accuracy provides input decisions affecting business operations strategic initiatives essential duties consolidates analyzes models data across multiple platforms including sg oshp crimson market advantage assist relevant business decisions planning supervision director strategic planning provides authors insight guidance related strategic planning initiatives business development responsible utilizing data visualization mapping software tools create meaningful understandable graphics charts tables etc works relevant stakeholders prioritize strategic objectives evaluate partnership acquisition opportunities identified strategies business development analysis provides ad hoc reporting statistical analyses requested maintains currency data analysis techniques standards related technologies collaborates crossfunctionally finance decision support business development marketing counsel assist full analysis potential affiliationsacquisitions researches analyzes health care industry dynamics competitive landscape performs duties assigned required qualifications req bachelors degree must related healthcare field accounting business healthcare administrationpublic health field promotes research critical thinking analysis history psychology similar liberal arts areas req years minimum years business healthcare andor data analyst experience req strong analytical thinking problem solving skills req advanced experience microsoft office suite web browser applications req experience key software data tools including maptitude qlik tableau sg crimson market advantage plus req team player history collaboration ability work independently req strong understanding databases spreadsheets data visualization req knowledge business statistics data analyses techniques req ability communicate clearly effectively req ability manage analyze data req willingness ask questions direction unclear preferred qualifications pref masters degree pref experience healthcare environment preferred required licensescertifications req fire life safety training la city card upon hire one must obtained within days hire maintained renewal expiration date required within la city annual base salary range position extending offer employment university southern california considers factors limited scope responsibilities position candidates work experience educationtraining key skills internal peer equity federal state local laws contractual stipulations grant funding well external market organizational considerations usc equal opportunity affirmative action employer qualified applicants receive consideration employment without regard race color religion sex sexual orientation gender identity national origin protected veteran status disability characteristic protected law usc policy usc consider employment qualified applicants criminal histories manner consistent requirements los angeles fair chance initiative hiring ordinance provide reasonable accommodations applicants employees disabilities applicants questions access requiring reasonable accommodation part application hiring process contact usc human resources phone email uschruscedu inquiries treated confidential extent permitted law read uscs clery act annual security report notice nondiscrimination certain positions subject background screening eeo law eeo law supplement pay transparency nondiscrimination usc everify employer current usc employee please apply usc job posting workday copying pasting link browser httpswdmyworkdaycomuscdinsthtmld usc leading private research university located heart downtown los angeles global center arts technology international business largest private employer city responsible billion annually economic activity region offer opportunity work dynamic diverse environment careers span broad spectrum talents skills usc employee enjoy excellent benefits perks member trojan family faculty staff students alumni make usc great place work application help need assistance application process see application help already work usc see usc career point may also contact hr service center help uschruscedu,,nan,nan
monster,data assistant,not mentioned,westcare inc,fresno ca,description job details job location fresno w martin luther king fresno ca education level high school salary range hourly job category nonprofit social services description position summary person position responsible data collection clerical needs program ensuring unit prepared oncoming shift essential job functions include listed essential job functions general secretarial support office ie correspondence handling incomingoutgoing phone contacts providing linkage services clientele day hours related clerical duties provide clerical support program staff requested conducts outreach via phone calls consumers family memberscaregivers community acts liaison consumers family memberscaregivers community services providers day hours make necessarily follow contacts consumers program collection relevant data preparation unit oncoming night shift ie prepare distribute linens maintaining stock levels floor perform variety general cleaning tasks maintain various inventory ie food supplies linen office supplies etc according preestablished par levels schedules distribute emergency supplies needed maintain filing system relevant files entry relevant data computer system include review distribute appropriate incoming mail print jobs faxes addressed program staff embrace embody mission vision guiding principles clinical vision goals westcare foundation perform duties assigned qualifications essential qualifications experience secretarial position preferably social service setting excellent communication skills attention detail ability exercise good judgment discretion ability work well team environment superior organizational skills strong computer skills encompass microsoft office applications adherence highest standard ethical conduct especially standards governing confidentiality professional appearance demeanor education high school diploma equivalent experience competencies ability work well team environment adherence highest standard ethical conduct especially standards governing confidentiality professional appearance demeanor must culturallylinguistically sensitive populations served cpr certification first aid certification annual tuberculosis test mandated state california employees work residential outpatient sober living provide mental health services administrative staff transitional living facilities must fully vaccinated received booster employees requested medical religious exemption approved human resources required test virus weekly tenure westcare may new requirements including limited vaccinations issued local state federal andor funders westcare may comply occur human resources appropriate personnel inform working conditions work primarily performed office residential treatment setting outdoor activities may required essential physical mental demands job employee must able perform following essential duties activities without accommodation physical demands requires mobility physical activity adequate range body motion mobility work office residential outdoor environment including standing walking even uneven surfaces sitting extended periods time bending twisting reaching balancing occasional lifting carrying pounds use computer telephone systems required includes coordination eye hand fine manipulation hands typing writing working files requires ability defend oneself clients physically abusive situations using approved physical deescalation techniques requires talking expressing exchanging ideas means spoken word talking required impart oral information employees clients patients public activities employee required convey detailed important spoken instructions others accurately loudly quickly requires hearing hearing required receive communicate detailed information oral communication requires seeing clarity vision inches less distance factor required complete paperwork many employees essential job functions observe client behavior activities facility normal work routine involves exposure human blood body fluids tissues however exposure potential exposure may required condition employment appropriate personal protective equipment readily available every employee mental demands requires ability collect analyze complex numerical written data verbal information reach logical conclusions requires ability work cooperate clients coworkers managers public employees levels exchange ideas information instructions opinions requires ability work stress emotionally charged settings ability defend oneself clients mentallyverbally abusive situations using approved mentalverbal deescalation techniques responsibilities position summary person position responsible data collection clerical needs program ensuring unit prepared oncoming shift essential job functions include listed essential job functions general secretarial support office ie correspondence handling incomingoutgoing phone contacts providing linkage services clientele day hours related clerical duties provide clerical support program staff requested conducts outreach via phone calls consumers family memberscaregivers community acts liaison consumers family memberscaregivers community services providers day hours make necessarily follow contacts consumers program collection relevant data preparation unit oncoming night shift ie prepare distribute linens maintaining stock levels floor perform variety general cleaning tasks maintain various inventory ie food supplies linen office supplies etc according preestablished par levels schedules distribute emergency supplies needed maintain filing system relevant files entry relevant data computer system include review distribute appropriate incoming mail print jobs faxes addressed program staff embrace embody mission vision guiding principles clinical vision goals westcare foundation perform duties assigned knowledge skills essential qualifications experience secretarial position preferably social service setting excellent communication skills attention detail ability exercise good judgment discretion ability work well team environment superior organizational skills strong computer skills encompass microsoft office applications adherence highest standard ethical conduct especially standards governing confidentiality professional appearance demeanor education high school diploma equivalent experience competencies ability work well team environment adherence highest standard ethical conduct especially standards governing confidentiality professional appearance demeanor must culturallylinguistically sensitive populations served cpr certification first aid certification annual tuberculosis test mandated state california employees work residential outpatient sober living provide mental health services administrative staff transitional living facilities must fully vaccinated received booster employees requested medical religious exemption approved human resources required test virus weekly tenure westcare may new requirements including limited vaccinations issued local state federal andor funders westcare may comply occur human resources appropriate personnel inform working conditions work primarily performed office residential treatment setting outdoor activities may required essential physical mental demands job employee must able perform following essential duties activities without accommodation physical demands requires mobility physical activity adequate range body motion mobility work office residential outdoor environment including standing walking even uneven surfaces sitting extended periods time bending twisting reaching balancing occasional lifting carrying pounds use computer telephone systems required includes coordination eye hand fine manipulation hands typing writing working files requires ability defend oneself clients physically abusive situations using approved physical deescalation techniques requires talking expressing exchanging ideas means spoken word talking required impart oral information employees clients patients public activities employee required convey detailed important spoken instructions others accurately loudly quickly requires hearing hearing required receive communicate detailed information oral communication requires seeing clarity vision inches less distance factor required complete paperwork many employees essential job functions observe client behavior activities facility normal work routine involves exposure human blood body fluids tissues however exposure potential exposure may required condition employment appropriate personal protective equipment readily available every employee mental demands requires ability collect analyze complex numerical written data verbal information reach logical conclusions requires ability work cooperate clients coworkers managers public employees levels exchange ideas information instructions opinions requires ability work stress emotionally charged settings ability defend oneself clients mentallyverbally abusive situations using approved mentalverbal deescalation techniques,,nan,nan
