index,Job Title,Salary Estimate,Company Name,Description,Location
584,Data Scientist,"$165,000",Saporis Engineering LLC,"Looking to hire ASAP!!! Contract to Perm FTE hire Data Scientist position. The most important quality of candidate will be someone who is a curious, driven self-starter who always goes the distance to get the job done with exceptional customer service in DNA. You will be responsible in driving business results through data-based insights by leveraging variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. As part of a team of specialists, the data scientist will “slice and dice” data using various methods and create new visions for the future. Great Convenient Location in Lower Manhattan with friendly low stress setting.
Responsibilities:
1) Execute analytical experiments to help solve problems across various domains and Divisions
2) Identify relevant data sources and sets to mine for business needs, collect large structured and unstructured datasets and variables. Clean and transform data to eliminate irrelevant, incomplete, or inaccurate information.
Show more
Report","New York, NY"
585,Data Scientist,"$135,000",Pickle,"Must be located in NYC. Please apply by emailing recruiting@shoponpickle.com

Pickle is a rental marketplace that aims to monetize the billions of underutilized assets sitting in consumers closets and brands inventory. Users can easily tap into shared closets within their community through flexible and/or on-demand delivery options. Our goal is to provide affordable and convenient access to quality items exactly when our users need them. We are starting with P2P clothing/accessories and expanding to other categories.
We are seeking a talented and motivated Growth Engineer to join our team and play a crucial role in driving user acquisition, retention, and overall marketplace growth for our platform. The Growth Engineer will combine technical expertise with strategic thinking to optimize user journeys, enhance features, and implement data-driven growth initiatives. This candidate will work directly with the co-founders to hit growth goals.


Show more
Report",United States
586,Data Scientist,,Zilliant3.7 ★,"Zilliant powers intelligent B2B commerce with our industry-leading price optimization and sales guidance software. Our data science, cloud-native software, and passion for customer success deliver the highest ROI, fastest time to value, and highest customer satisfaction. If you’re ready to make an impact at a growing company that values the time, input, and effort of each of its employees, we’re eager to connect with you! Zilliant is looking for a Data Scientist to join our team.
As a Data Scientist, you will be responsible for creating and maintaining advanced scientific models that fuel our core products, as well as acting as a Pricing Science expert to advise Zilliant customers. You will be part of the Services department and you will report to the Director of Science.
What You’ll Do:
Show more
Report",Remote
587,Data Scientist (remote),"$132,535",Yardzen4.0 ★,"At Yardzen, we believe people are at their best when they’re outside.

We have a simple promise: help people envision the outdoor spaces of their dreams, all online, and then match them with the right local contractors to bring their design to life. Since our launch in 2018, we’ve helped thousands of homeowners achieve their dream yards, make environmentally responsible decisions, boost their property values and get more out of their outdoor spaces.

We are disrupting the $200 billion outdoor renovation industry. By leveraging technology and creating an innovative online process, we offer a more straightforward, transparent, and delightful design and build experience for the modern homeowner. We’ve been recognized as a Forbes Best Startup Employer, Fast Company Most Innovative Company, named to Inc. Magazine’s Best Places to Work, and written about by Architectural Digest, The New York Times, Sunset Magazine, House Beautiful, The Wall Street Journal, and Forbes. And we’re just getting started.






Show more
Report","Sausalito, CA"
588,Data Scientist,,Apple4.2 ★,"Summary
Posted: Aug 25, 2023
Weekly Hours: 40
Role Number:200498190
At Apple, we believe in the power of technology to enrich people's lives. Everything we build is crafted to empower people, including our advertising platform. We deliver ads in a way that benefits both customers and advertisers — helping people discover content, supporting creators, and protecting and respecting everyone’s privacy. Our technology makes advertising possible on the App Store, Apple News, Stocks, and Apple TV. We help developers and marketers of all sizes drive app discovery across the App Store. Our display ads on Apple News and Stocks let advertisers promote their products alongside trusted content in a brand-safe environment, while supporting publishers and journalists. Sponsorship integrations and experiences in live sports on Apple TV help advertisers connect with captivated audiences. Everything we do is with the unwavering dedication to privacy you expect from Apple. Because when advertising is done right, it benefits everyone. The Ad Platforms Data Insights team is seeking an ML Data Scientist to join the Product and Customer Analytics Team. The team is passionate about developing the next generation of analytical solutions working with Sales, Marketing, Finance, Product, and Engineering. In this role you will work as a key member of a data-centric team to drive the exploration, analysis, development, execution, and measurement of analytical solutions that are crucial to running the business. Responsibilities include turning the huge amounts of data generated by user searches, app content, and App Store context into business insights that improve the customer experience for the end-user as well as drive discovery and efficiency for app developers.
Show more
Report","Austin, TX"
589,Data Scientist,"$86,902",Vistra Communications4.0 ★,"Description:
This position provides subject matter expertise to support the USSOCOM J5 Plans and Integration program. The Data Scientist will provide support to the overall planning of Special Operations and Special Operations Forces (SOF) to support persistent, networked, and distributed Global Combatant Command (GCC) operations. Residing in the J52 Integration section, they will be sufficiently skilled in supporting the J5 to translate national-level strategic documents and guidance for the development of USSOCOM strategic documents, concepts, authorities, and policies, as well as develop SOF-basing and posture guidance and products to meet DoD guidance and direction in support of executing National Strategy. The Data Scientist shall provide support to NDS Campaign Team Planning Cells, strategic plans and assessment development and maintenance, studies and research, the Global Special Operations Synchronization process, senior leader engagements, data management, GSPP development, NDS Implementation, and Annual Joint Assessment, and routine meetings and conferences. They shall also provide SMEs and analysts with a deep understanding of SOF-peculiar and SOF-exquisite capabilities.
Requirements:
Show more
Report","Tampa, FL"
590,Data Scientist (FSP),"$103,258",Red Rock Government Services3.9 ★,"DATA SCIENTIST

CLEARANCE REQUIRED

U.S. Citizenship with a current or active Top-Secret clearance with a Full Scope Polygraph

JOB DESCRIPTION

We have an opening for a Data Scientist to join our team of qualified, diverse individuals to assist the Sponsor's mission in providing cutting edge language training to enable the Sponsor's employees to be proficient in a wide range of languages.





Show more
Report","Herndon, VA"
591,Data Scientist/ML - W2/Fulltime,$62.50,The Pure Talent3.2 ★,"Position: Machine Learning Engineer
Location: Dearborn, MI (Hybrid)
Job Type: W2 / Fulltime
Job Description:
Top Qualifications:
· Bachelor Degree in Computer Science, Computer Engineering or similar technical discipline.
· 2 years of experience with Cloud Engineering (GCP Experience)
· 3 years of work experience as a backend Software engineer in Python with exceptional software engineering knowledge.
· Advanced working knowledge of object orientated, object function programming languages: Python, C/C++, Julia.
Show more
Report","Dearborn, MI"
592,FATES Data Scientist,"$190,000",Salesforce4.0 ★,"To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.
Job Category
Data
Job Details
About Salesforce
We’re Salesforce, the Customer Company, inspiring the future of business with AI+ Data +CRM. Leading with our core values, we help companies across every industry blaze new trails and connect with customers in a whole new way. And, we empower you to be a Trailblazer, too — driving your performance and career growth, charting new paths, and improving the state of the world. If you believe in business as the greatest platform for change and in companies doing well and doing good – you’ve come to the right place.







Pursuant to the San Francisco Fair Chance Ordinance and the Los Angeles Fair Chance Initiative for Hiring, Salesforce will consider for employment qualified applicants with arrest and conviction records.
Show more
Report","San Francisco, CA"
593,Sr. Data Analyst,"$130,000","Beauty Industry Group OpCo, LLC3.9 ★","Description:
We are actively seeking a Senior Data Analyst to join our dedicated team at Beauty Industry Group (BIG). In this capacity, you will spearhead intricate analytical projects and delve into data exploration, collaborating with stakeholders to refine request specifications, conduct in-depth analyses, and translate discoveries into actionable insights and strategic directives. The assignments you'll tackle will be diverse and intricate, encompassing forecasting and predictive aspects to cater to the multifaceted needs of our business stakeholders.
To be successful in this position, you are someone who thrives in a fast-paced environment, enjoys working on multiple, complex projects at a time, is as skilled at organizing and prioritizing work as they are at doing the work, and has a strong desire to learn and grow. The ideal candidate is an optimistic problem-solver, a sound, analytical thinker, and someone who displays a high degree of ownership and commitment to their work.
Requirements:

Show more
Report",Remote
594,Data Scientist,"$117,959",QVine Corporation3.9 ★,"The Data Scientist handles raw data (e.g. structured, unstructured, and mixed datasets), and analyzes data through the application of various statistical techniques or tools.
KNOWLEDGE, SKILLS, AND ABILITIES:
The successful candidate should have at least one and preferable more than one of the following skills:
Familiar with programming languages such as, but not limited to: R, SAS, Python, MatLab, SQL, Hive, Pig, and Spark.
Experienced in working with and exploiting big data; distributed computing; predictive modelling; mathematics; statistics; machine learning; story-telling; and visualization.
Demonstrates ability to extract meaning from and interpret data using a variety of tools and methods from statistics and machine learning.

Show more
Report","Washington, DC"
595,Data Scientist,"$152,725",Cloudwick,"Job Description:

Handle large datasets, coding advanced analytical models to perform data analysis, and developing predictive models.
Build broad range of statistical models, predictive modeling, acquisition, cross-sell, up-sell, segmentation, retention, risk assessment, sales forecasting, and customer loyalty using classical statistical/econometric methods, data mining approaches, and machine learning.
Collaborate with infrastructure architects in assessing and addressing the requirements for more automated, streamlined systems and for the data governance required for agile and responsive data manipulation.



Show more
Report","Newark, CA"
596,Senior Data Scientist,"$130,000",Ralph Lauren3.8 ★,"Ref #:
5581485
Department:
Data Analytics
City:
Nutley
State/Province:
New Jersey
Country:
United States
Pay Range Max


Show more
Report","Nutley, NJ"
597,Data Scientist,"$152,500",EpochGeo5.0 ★,"Data Scientist
EpochGeo is looking for a mid level Data Scientist to support one of the most innovative, exciting, and growing offices that is rooted in data rich projects in the national security space. All employees will start in the Washington D.C office but upon request and with customer approval may be allowed to work from Reston VA, Charlottesville VA, or College Park MD.
Big data problems can be overwhelming, inaccessible, and noisy. EpochGeo is a data services firm specializing in supporting the full spectrum data cycle: beginning with scalable data storage and ending in producing impactful analytics. Our developers, analysts, and data scientists have a proven track record developing open-source innovative technology and actionable analytics to inform customers’ data driven decisions.
Are you a data scientist, AI/ML practitioner, mathematician, or similar, who loves to work with data, find patterns in it, and then turn it into actionable intelligence? Are you a data scientist who loves to draw out insights from data, and then work collaboratively with analysts and engineers to turn those insights into automated workflows? If so, please reach out to us at EpochGeo to chat.
Show more
Report","Reston, VA"
598,Data Scientist,"$95,508",Devfi4.8 ★,"Write reusable code in Python; design and implement low-latency and high latency; integrate user-facing elements developed by server-side; develop Python code to generate XML files and upload to Windows Server; develop code in Django; develop ETL programs to apply transformations to the staged data and load it to the target schema in Vertica; develop Vertica DB with Python script; design traceability matric documents.

Mail res, salary reqmt, position applied for to: Devfi Inc., 4449 Easton Way, Suite 2038, Columbus, OH 43219.
Show more
Report","Columbus, OH"
599,Data Scientist,,Pull Systems,,California
600,Data Scientist,"$101,716",ISE Data Systems5.0 ★,"Competitive Pay
Health Insurance
Paid Time-Off
Profit Sharing
Training
Tuition Reimbursement
Incentives
Computer-Phone Program


Show more
Report","Reston, VA"
601,Staff Data Scientist - Advertising,"$220,832",Demandbase4.3 ★,"Introduction to Demandbase:
Demandbase is the Smarter GTM™ company for B2B brands. We help marketing and sales teams overcome the disruptive data and technology fragmentation that inhibits insight and forces them to spam their prospects. We do this by injecting Account Intelligence into every step of the buyer journey, wherever our clients interact with customers, and by helping them orchestrate every action across systems and channels - through advertising, account-based experience, and sales motions. The result? You spot opportunities earlier, engage with them more intelligently, and close deals faster.
As a company, we're as committed to growing careers as we are to building world-class technology. We invest heavily in people, our culture, and the community around us. We have offices in the San Francisco Bay Area, Seattle, and teams in the UK and India, and allow employees to work remotely.

Show more
Report","San Francisco, CA"
602,Data Scientist,,Citrine Informatics4.6 ★,"As a Data Scientist, you’ll work directly with our customers to solve challenging problems at the intersection of materials science and machine learning.

About Citrine

At Citrine, we’re using generative Artificial Intelligence to enable our customers to usher in the next generation of sustainable, high-performing materials and chemicals.

We’re the leader in AI for materials and chemicals. Our no-code SaaS platform gives product developers, researchers, and engineers access to domain-specific data management and AI tools. Our models propose new ways to combine ingredients and processes that are most likely to outperform, helping companies discover and deploy innovative, sustainable, high-performing materials and chemicals up to 98% faster than traditional R&D approaches.















Show more
Report",United States
603,Data Scientist- CalAIM,$59.86,Heluna Health3.4 ★,"Salary: $51.00 - $68.72 Per Hour
Community Programs is a program office within Health Services Administration, a division under the Los Angeles County Department of Health Services (DHS). Community Program’s mission is to improve the health and wellbeing of LA County’s people experiencing homelessness by providing housing and intensive care management services. In addition to other responsibilities this position may have a lead role in the tracking, reporting, quality assurance, and billing efforts for CalAIM, a Medi-Cal waiver program. They will be using their expertise to help lead a team of predictive analysts who will be providing data collection, analytic, and billing support for CalAIM services tracking and Medi-Cal billing while simultaneously building dashboards and providing regular descriptive analyses.




Show more
Report","Los Angeles, CA"
604,Data Scientist,$52.50,Reveille Technologies3.3 ★,"Your key responsibilities include:
· Design, construct, install, and maintain data pipelines for optimal extraction, transformation, and loading (ETL) of data from various sources.
· Develop scalable and efficient data pipelines to facilitate the collection, storage, and processing of large volumes of structured and unstructured data.
· Apply advanced statistical analysis, machine learning, and data mining techniques to derive actionable insights from complex datasets.
· Develop and implement predictive, prescriptive and inferential models to solve business challenges and drive decision-making processes.
· Must be good with collaborating with technical and non-technical stakeholders to effectively understand the business challenge, use case and structure the discussion in succinct format for driving next steps.
· Collaborate with domain experts to understand business requirements and translate them into data-driven solutions.
· Communicate complex technical concepts and analytical findings effectively to both technical and non-technical stakeholders.
· Create visually compelling presentations, reports, and dashboards to convey insights and recommendations.
· Lead workshops, meetings, and discussions to drive alignment and understanding across teams.
· Provide strategic guidance and contribute to the development of data-driven strategies within the organization.
Qualifications:
· Bachelor's or Master's degree in Computer Science, Data Science, Statistics, or a related field.
· Proven experience (6+ years) as a data engineer and data scientist, preferably in a fast-paced technology or analytics-driven environment.
· Experience in leveraging Graph data science concepts to solve business use cases a must.
· Strong proficiency in data engineering tools and languages (e.g., ).
· Comfortable and experienced working in Databricks, Spark environment.
· Extensive experience with machine learning frameworks (e.g., TensorFlow, H2O) and data science libraries (e.g., SparkML).
· Ability to develop visualizations, as necessary to present insights, metrics and how this informs addressing the business challenge.
· Excellent presentation and communication skills, with the ability to convey technical concepts to non-technical audiences.
· Experience in a networking or communications domain is a plus.
· Experience interacting with other technical and non-technical stakeholders to collaborate on efforts like solutioning, understanding other data domains in order to source data is a must.
Show more
Report","Philadelphia, PA"
605,Data Scientist,"$97,000",University of Virginia4.3 ★,"The Center for the Advanced Study of Teaching and Learning (CASTL) in the School of Education and Human Development (EHD) seeks to hire a Data Scientist to join the Virginia Connects for Kids (VAConnects) team. VAConnects is a coordinated and integrated data system shared between state data collection initiatives (Virginia Language & Literacy Screening System, Virginia Kindergarten Readiness Program, LinkB5). The incumbent will provide sophisticated data management and analysis to support faculty, staff and students engaged in research-practice-policy partnerships with state agencies and educational organizations across the Commonwealth of Virginia. Faculty at EHD have developed a set of partnership initiatives related to statewide early childhood, K-12, and higher education.
This Data Scientist will lead the development and ongoing use of cross-initiative analytic datasets and data products, internal procedures for data governance and data sharing, and research access and publication processes.
MINIMUM REQUIREMENTS Education: Master's Degree Experience: Three years of relevant experience. Licensure: None PHYSICAL DEMANDS This is primarily a sedentary job involving extensive use of desktop computers. The job does occasionally require traveling some distance to attend meetings, and programs.
Show more
Report","Charlottesville, VA"
606,Research Data Scientist,"$102,203",University of Illinois4.1 ★,"Research Data Scientist

Hiring Department: OVCR IT
Location: Chicago, IL USA
Requisition ID: 1020559
Posting Close Date: 11/10/2023
About the University of Illinois Chicago
UIC is among the nation’s preeminent urban public research universities, a Carnegie RU/VH research institution, and the largest university in Chicago. UIC serves over 34,000 students, comprising one of the most diverse student bodies in the nation and is designated as a Minority Serving Institution (MSI), an Asian American and Native American Pacific Islander Serving Institution (AANAPSI) and a Hispanic Serving Institution (HSI). Through its 16 colleges, UIC produces nationally and internationally recognized multidisciplinary academic programs in concert with civic, corporate and community partners worldwide, including a full complement of health sciences colleges. By emphasizing cutting-edge and transformational research along with a commitment to the success of all students, UIC embodies the dynamic, vibrant and engaged urban university. Recent “Best Colleges” rankings published by U.S. News & World Report, found UIC climbed up in its rankings among top public schools in the nation and among all national universities. UIC has nearly 260,000 alumni, and is one of the largest employers in the city of Chicago.






Preferred Qualifications

Show more
Report","Chicago, IL"
607,Data Scientist,"$165,800",JPMorgan Chase & Co4.0 ★,"JOB DESCRIPTION

DESCRIPTION:
Duties: Collaborate, build and augment data centric products across JPMC’s Wealth Management lines of business and functions, as well as with other data science groups, to deliver innovative products, insights, and solutions. Collaborate with data scientists and engineers in the development of end-to-end AI driven solutions across business units. Operate across a wide range of machine learning approaches, including supervised, unsupervised, and reinforcement learning for tasks including natural language processing, data anomaly detection, classification, graph analysis, pattern detection, and leveraging methods including tree ensembles, neural networks, and clustering techniques. Combine company proprietary information data and full service advantage to develop high impact machine learning applications and platforms in the financial services industry. Coordinate with technical team to deploy data science solution. Liaise with business stakeholder to evaluate results of the data science solution.






J.P. Morgan Asset & Wealth Management delivers industry-leading investment management and private banking solutions. Asset Management provides individuals, advisors and institutions with strategies and expertise that span the full spectrum of asset classes through our global network of investment professionals. Wealth Management helps individuals, families and foundations take a more intentional approach to their wealth or finances to better define, focus and realize their goals.
Show more
Report","Jersey City, NJ"
608,Senior Data Scientist/Machine Learning Engineer,"$165,965",Chime3.6 ★,"About the Role
In this role, you'll be part of the Data Science and Platform (DSP) team responsible for developing innovative machine learning (ML) solutions in the fintech industry. Your contributions will have a significant impact on various customer touchpoints, such as account access, identity verification, transactions, ticket resolution, personalization, marketing, etc. The ideal candidate shows proficiency in data analysis, machine learning, and software engineering, while also possessing the ability to collaborate with partners who have diverse skills. You will focus on building and deploying real-time and batch ML models and systems helping Chime to navigate the ever-evolving landscape of the FinTech industry.
The base salary offered for this role and level of experience will begin at $133,300.00 and up to $232,200.00. Full-time employees are also eligible for a bonus, competitive equity package, and benefits. The actual base salary offered may be higher, depending on your location, skills, qualifications, and experience.
Show more
Report","San Francisco, CA"
609,"Economist / Data Scientist, US Industry","$97,500",Oxford Economics4.2 ★,"New York
Oxford Economics is one of the world’s leading economic consultancy firms. Headquartered in Oxford, with regional centres in London, New York, Singapore and Sydney, we employ over 500 full-time people, including more than 300 professional economists, industry experts and business editors. Our worldwide client base exceeds 2,000 organisations across the world, including leading multinational companies and financial institutions; key government bodies and trade associations; and top universities, consultancies, and think tanks.
We are looking for a high-caliber Economist / Data Scientist to join our growing industry forecasting team located in New York City.
Your Role and Responsibilities as Economist / Data Scientist:
The Economist/Data Scientist will assist in developing the empirical approach to forecast processes, executing said approach in a reproducible manner, and communicating the results to internal and external stakeholders. Execution of these responsibilities will include use of advanced statistical and econometrics techniques using EViews, R, and/or other appropriate analytic software. The Economist/ Data Scientist’s analytical skills will improve the efficiency and accuracy of the team’s existing projects, communicate our results more impactfully, and drive new business.
Show more
Report",United States
610,"Sr. Data Scientist, Analytics - Ads","$152,500",Quizlet3.8 ★,"About Quizlet:

Inspired by our belief that anyone can learn anything and powered by our own curiosity, we build the smartest tools we can imagine to help students learn.

Quizlet is the popular, global learning platform and app that millions of students, teachers and everyday people use to study any subject imaginable for school, work or as part of their personal interests - including two-thirds of high school students and half of all college students in the US. Combining cognitive science and machine learning, Quizlet guides students through adaptive study activities to confidently reach their learning goals. We’re on track to become the undisputed leader in user-generated learning content and engagement, at the scale of YouTube.












Show more
Report","New York, NY"
611,"VP, Digital & Data Transformation","$295,000",Greif3.6 ★,"Greif offers a great working environment and the opportunity to make an immediate impact at a company where your ideas are always welcome.
Job Requisition #:
025900 VP, Digital & Data Transformation (Open)
Job Description:
Greif Inc., a distinguished leader in the industrial packaging industry, serving clients across more than thirty nations through our extensive network of 200-plus locations, invites you to embark on an extraordinary journey as the VP of Digital and Data Transformation. Reporting to the Chief Information and Digital Officer, this pivotal role offers a unique opportunity to shape the future and contribute to our vision of becoming the best performing customer service company in the world.

At Greif Inc., people are at the heart of everything we do. We are driven by a bold vision to redefine excellence and foster a customer and people-centric ethos in every facet of our operations. As the VP of Digital and Data Transformation, you will be a driving force behind this vision, spearheading initiatives that will propel us to the forefront of our industry.











40

The pay range for this position is $ 250,000.00 to $ 340,000.00 per year. The base pay offered for this position may vary based on market data and other factors, such as job-related knowledge, skills, experience, and geographic location. The position may be eligible for a short-term incentive in addition to base pay.
Greif offers a comprehensive benefits package, including medical, dental, paid time off, and other competitive benefits which are available for eligible colleagues effective day one.
Show more
Report",Remote
612,Data Scientist,"$165,000",KLM Careers3.3 ★,"Data Scientist
Fort Meade, MD 20755
Due to the nature of work performed, U.S. citizenship is required.
Active TS/SCI FS Poly Security Clearance: is required.
Job Summary
Support algorithm development; support queries from analysts.
Required Knowledge, Skills, and Abilities: (Companies ATS Questions):
1. Do you have experience with Python and Machine Learning.
2. Do you have experience with AWS and SQL. - NICE TO HAVE
3. Do you have active TS/SCI FS Poly Security Clearance - required.
3. Must be a US Citizen or Green Card holder.
Show more
Report","Linthicum Heights, MD"
613,Senior Data Scientist,"$100,271",Camgian4.8 ★,"Camgian is hiring a Senior Data Scientist to help develop, build, and transform client data into reliable quantitative insights. In keeping with this overarching aim, the senior data scientist will understand client needs, define project requirements and strategy, breakdown work and assign tasks to junior staff, and monitor progress. The successful candidate will be an analytical problem solver who enjoys diving into data, is excited about investigations and algorithms, can multi-task, and can credibly interface between technical teams and business stakeholders. Your analytical abilities, business understanding, and technical savvy will be used to identify opportunities to solve existing business problems and look around corners for future opportunities.

DUTIES/RESPONSIBILITIES
Build models and tools using technical knowledge in statistical modeling, probability and decision theory, machine learning, and other quantitative techniques





Show more
Report","Starkville, MS"
614,"Associate Scientist, Data Review","$79,422",Eurofins USA BioPharma Services3.3 ★,"Company Description

Eurofins Scientific is an international life sciences company, providing a unique range of analytical testing services to clients across multiple industries, to make life and our environment safer, healthier and more sustainable. From the food you eat, to the water you drink, to the medicines you rely on, Eurofins works with the biggest companies in the world to ensure the products they supply are safe, their ingredients are authentic and labeling is accurate. Eurofins believes it is a global leader in food, environmental, pharmaceutical and cosmetics products testing and in agroscience CRO services. It is also one of the global independent market leaders in certain testing and laboratory services for genomics, discovery pharmacology, forensics, CDMO, advanced material sciences and in the support of clinical studies.






Show more
Report","Columbia, MO"
615,Data Scientist,"$150,000",McIntire Solutions4.0 ★,"Title: Data Scientist
Location: Chantilly, VA (on-site)
Clearance: Current and active TS/SCI with CI Polygraph (REQUIRED)
McIntire Solutions LLC is seeking a Data Scientist to join our team in Chantilly, VA.
Responsibilities
Support advanced cloud application architecture – experience designing and implementing complex multi-component cloud application solutions
Support resilient applications design -applications that leverage more than one section of the cloud for residency and fault tolerance
Support big data analytics – this is a broad field that includes machine learning, data curation, building data pipelines, etc.
Show more
Report","Springfield, VA"
616,Senior Data Analyst,"$150,000",Foodsmart2.9 ★,"About us:

We are the world’s largest telenutrition and foodcare solution, backed by a national network of Registered Dietitians and designed to yield consistently healthier food choices, lasting behavior change and long-term results. Foodsmart’s highly personalized, digital platform guides members through a personalized journey to eating well while saving them time and money. Foodsmart seamlessly integrates dietary assessments and nutrition counseling with online food ordering and cost-effective meal planning for the whole family that makes the most of ingredients at home and on the go. With national and regional retail partners across the US now accepting SNAP/EBT, Foodsmart helps bring healthier food within reach to eligible members and can also assist with SNAP enrollment.










Show more
Report",Remote
617,Data Scientist,"$97,061",InnovIT USA4.5 ★,"JOB DETAILS
JOB ID : INJS1002
POSITION : DATA SCIENTIST
JOB TYPE : W2
LOCATION : RICHMOND, VA
EMAIL : CAREERS@INNOVITUSA.COM
DESCRIPTION :
JOB DESCRIPTION:
1. DEVELOP DECISION SUPPORT TOOLS TO HELP SOLVE BUSINESS PROBLEMS
2. INTERFACING WITH INTERNAL CUSTOMERS TO UNDERSTAND THE BUSINESS AND IDENTIFY OPPORTUNITIES FOR IMPROVEMENT
3. IDENTIFYING SOLUTION TECHNIQUES AND IMPLEMENTING THEM INDEPENDENTLY, WITH EXTERNAL VENDORS, THROUGH ACADEMIC ALLIANCES, OR WITH BNSF TECHNOLOGY SERVICES TEAMS
4. INTERFACING WITH BNSF TECHNOLOGY SERVICES PERSONNEL TO UNDERSTAND EXISTING DATA STRUCTURES AND IT PROCESSES
5. WORKING WITH END-USERS TO VALIDATE AND ENHANCE THE TOOLS
6. IDENTIFYING AND INITIATING NEW PROJECTS PART OF TECHNOLOGY INITIATIVES
7. COMMUNICATING STATUS AND FINDINGS TO SENIOR MANAGEMENT AND KEY STAKEHOLDERS
8. EXTRACTING AND CLEANING LARGE VOLUMES OF DATA TO DERIVE INSIGHTS THAT CAN BE USED FOR PROCESS IMPROVEMENTS.
9. STRONG PROGRAMING SKILLS IN R, PYTHON, HADOOP
10. PRACTICAL EXPERIENCE APPLYING QUANTITATIVE TECHNIQUES TO SOLVE REAL-WORLD PROBLEMS
11. EXCELLENT WRITTEN, VERBAL, AND INTERPERSONAL COMMUNICATION SKILLS
12. ABILITY TO IDENTIFY UNDERLYING PROBLEMS AND APPROPRIATE TECHNIQUES FOR SOLVING THEM
13. ABILITY TO MANIPULATE AND EXTRACT INFORMATION FROM VERY LARGE, COMPLEX DATA SETS




Show more
Report","Richmond, VA"
618,Staff Data Scientist,"$180,058",Chime3.6 ★,"About the Role
In this role, you'll be part of the Data Science and Platform (DSP) team, responsible for developing innovative data solutions at Chime. You will work across teams at Chime to ensure that the data-related needs of various business domains such as fraud, credit, marketing, and product are met. You will own strategic initiatives end to end, influence decision-making, mentor data scientists and engineers, serve as a role model, and lead others in solving business problems based on Chime's evolving requirements. The ideal candidate will demonstrate proficiency in data analysis, statistics, machine learning, and software engineering while also possessing the ability to learn new domains and collaborate effectively with team members. Your focus will be on building AI capabilities to help Chime navigate the constantly evolving landscape of the fintech industry.
Show more
Report","San Francisco, CA"
619,Data Scientist,"$100,884",Intone Networks4.3 ★,"Data Scientist Visa: USC,GC H4EAD 100% Remote Work Job Description We're looking for an incredible Senior Computer Vision Data Scientist to create computer vision models that will power our massive fleet of robot inventory scanners. Our autonomous robots take millions of pictures every day and your computer vision solutions will help identify when products are out of stock, where items are located, if prices are correct, and so much more. Check out this press release to get a better idea about the technology you will directly be working on. What you'll do: ? Involve in extensive research and problem solving that spans a number of areas including computer vision, machine learning, image processing and distributed computing ? Research and development of computer vision and machine learning algorithms for object detection, recognition, segmentation, and tracking ? Actively attend premier conferences and events in the community ? Design, implement and deliver computer vision software systems to facilitate retail business ? Build scalable solutions to some of the challenging recognition problems in computer vision and continuously improve performance of existing algorithms ? Drive the design and development of computer vision algorithm and software applications implemented on cloud or edge infrastructures ? Maintain substantial knowledge of state-of-the-art principles and theories related to computer vision ? Serve as technical lead in vision area and work closely with other data scientists, software engineers, product managers and operations to create high quality and highly performing solutions You'll sweep us off our feet if you have: ? Proficiency in computer vision and deep learning algorithms such as object detection, image classification, image segmentation, and video analysis ? Strong understanding of probability and statistical models (generative and descriptive models) ? Ability to run experiments scientifically and analyze results ? Ability to effectively communicate technical concepts and results to business audiences in a comprehensive manner ? Ability to collaborate effectively across multiple teams and stakeholders, including analytics teams, development teams, product management and operations ? Proficiency in coding (Python) ? 5 years’ experience in building Computer vision/Machine Learning based models in a professional environment
Show more
Report","Bentonville, AR"
620,Staff Data Scientist,"$156,400",Abbott Laboratories3.8 ★,"Abbott is a global healthcare leader that helps people live more fully at all stages of life. Our portfolio of life-changing technologies spans the spectrum of healthcare, with leading businesses and products in diagnostics, medical devices, nutritionals and branded generic medicines. Our 115,000 colleagues serve people in more than 160 countries.
Job Title
Staff Data Scientist
About Abbott
Abbott is a global healthcare leader, creating breakthrough science to improve people’s health. We’re always looking towards the future, anticipating changes in medical science and technology.
Working at Abbott
At Abbott, you can do work that matters, grow, and learn, care for yourself and family, be your true self and live a full life. You’ll also have access to:

Show more
Report","Pleasanton, CA"
621,Data Scientist,"$96,895",Excella4.0 ★,"Excella is a leading provider of Agile software development and data and analytics solutions to clients in the federal, commercial and non-profit sectors. We believe that great work leads to great things –- our experts measure success by the positive impact we make on our clients, community, and colleagues. We are growing fast and need passionate, innovative people who love working with technology and are ready to make an impact. Here's what you can expect from us:
Workplace sites look different for everyone – whether it's your home or the office, we believe in a flexible work/life balance that supports you regardless of your location. We offer a home office allowance that can be used for home office furniture/equipment, a daily pass for a coworking space, etc. Our commute reimbursement plan has you covered for whether you bike, Metro, or drive to work.



Show more
Report","Arlington, VA"
